Index,Cumulative_S,Delta_S_To_Next,Velocity_Profile,Velocity_Accel,Velocity_Brake,Velocity_Corner,Curvature,Segment_Acceleration,Accel_Limit,Brake_Limit,Segment_Feasible,Corner_Feasible
240,82.1799,0.398391,15.2194,15.5388,15.2194,17.3097,-0.0533675,-3.38394,2.41058,3.38394,1,1
241,82.5783,0.399239,15.1306,15.5964,15.1306,17.1292,-0.0544983,-3.3403,2.37689,3.3403,1,1
242,82.9775,0.400176,15.0422,15.6507,15.0422,16.9597,-0.0555929,-3.30202,2.34624,3.30202,1,1
243,83.3777,0.40124,14.9541,15.7015,14.9541,16.8017,-0.0566433,-3.27021,2.31935,3.27021,1,1
244,83.779,0.402422,14.8661,15.7488,14.8661,16.6557,-0.0576411,-3.24601,2.29701,3.24601,1,1
245,84.1814,0.403744,14.7779,15.7922,14.7779,16.522,-0.0585778,-3.23053,2.28001,3.23053,1,1
246,84.5851,0.405222,14.6894,15.8317,14.6894,16.4011,-0.0594444,-3.2248,2.26913,3.2248,1,1
247,84.9903,0.406862,14.6002,15.8669,14.6002,16.2935,-0.0602322,-3.22975,2.26511,3.22975,1,1
248,85.3972,0.408703,14.5099,15.8978,14.5099,16.1996,-0.0609325,-3.24606,2.26858,3.24606,1,1
249,85.8059,0.410736,14.4182,15.9241,14.4182,16.1198,-0.0615369,-3.27419,2.28005,3.27419,1,1
250,86.2166,0.412795,14.3246,15.9455,14.3246,16.0546,-0.0620377,-4.036,2.2998,4.036,1,1
251,86.6294,0.414091,14.2078,15.9616,14.2078,17.4101,-0.0527537,-4.52953,2.8349,4.52953,1,1
252,87.0435,0.414338,14.0752,16.0149,14.0752,19.0328,-0.0441418,-4.86549,3.18156,4.86549,1,1
253,87.4579,0.413482,13.9312,16.0842,13.9312,21.066,-0.0360323,-5.09689,3.41753,5.09689,1,1
254,87.8714,0.411436,13.7791,16.1634,13.7791,23.7919,-0.0282488,-5.25338,3.58007,5.25338,1,1
255,88.2828,0.40816,13.6213,16.249,13.6213,27.8565,-0.0206065,-5.35215,3.68999,5.35215,1,1
256,88.6909,0.403622,13.46,16.3385,13.46,32.16,-0.0129062,-5.40228,3.75937,5.40228,1,1
257,89.0946,0.397792,13.297,16.4299,13.297,32.16,-0.00492488,-5.40624,3.79458,5.40624,1,1
258,89.4924,0.390686,13.1343,16.5214,13.1343,32.16,0.00359592,-5.35966,3.79736,5.35966,1,1
259,89.883,0.382286,12.9739,16.6108,12.9739,32.16,0.0129684,-5.24908,3.76464,5.24908,1,1
260,90.2653,0.372889,12.8183,16.6958,12.8183,26.0404,0.023581,-5.25578,3.68697,5.25578,1,1
261,90.6382,0.363589,12.6645,16.773,12.6645,25.9983,0.0236574,-5.26392,3.69168,5.26392,1,1
262,91.0018,0.354643,12.5124,16.8478,12.5124,26.031,0.023598,-5.27345,3.69739,5.27345,1,1
263,91.3565,0.34607,12.3621,16.9203,12.3621,26.1491,0.0233853,-5.28431,3.70409,5.28431,1,1
264,91.7025,0.337843,12.2132,16.9907,12.2132,26.3668,0.0230007,-5.29633,3.71172,5.29633,1,1
265,92.0404,0.329965,12.0658,17.0593,12.0658,26.7027,0.0224258,-5.30934,3.72016,5.30934,1,1
266,92.3703,0.322432,11.9198,17.1263,11.9198,27.1822,0.0216416,-5.32305,3.7293,5.32305,1,1
267,92.6928,0.315234,11.7749,17.1918,11.7749,27.8409,0.0206295,-5.33715,3.73893,5.33715,1,1
268,93.008,0.308384,11.6311,17.2561,11.6311,28.7306,0.0193717,-5.35126,3.74883,5.35126,1,1
269,93.3164,0.301861,11.4884,17.3193,11.4884,29.9294,0.0178509,-5.36493,3.75874,5.36493,1,1
270,93.6182,0.295659,11.3465,17.3816,11.3465,31.5622,0.0160517,-5.29553,3.76835,5.29553,1,1
271,93.9139,0.289753,11.2077,17.4431,11.2077,24.7606,0.0260817,-5.18761,3.7196,5.18761,1,1
272,94.2037,0.284147,11.0728,17.4978,11.0728,20.7795,0.037033,-5.03461,3.6438,5.03461,1,1
273,94.4878,0.278885,10.9428,17.5413,10.9428,18.0844,0.0488933,-4.82867,3.53633,4.82867,1,1
274,94.7667,0.273983,10.819,16.1092,10.819,16.1092,0.0616185,-4.56007,3.39167,4.56007,1,1
275,95.0407,0.26949,10.7029,14.5899,10.7029,14.5899,0.0751197,-4.21602,3.20301,4.21602,1,1
276,95.3102,0.265458,10.5963,13.3851,10.5963,13.3851,0.0892514,-3.77783,2.96135,3.77783,1,1
277,95.5756,0.26194,10.5012,12.4117,10.5012,12.4117,0.103799,-3.21315,2.65356,3.21315,1,1
278,95.8376,0.259021,10.4207,11.6178,10.4207,11.6178,0.11847,-2.4464,2.25692,2.4464,1,1
279,96.0966,0.25676,10.3597,10.9694,10.3597,10.9694,0.132889,-1.10948,1.71836,1.10948,1,1
280,96.3533,0.255216,10.3322,10.4438,10.3322,10.4438,0.146602,-0.682119,0.779306,0.682119,1,1
281,96.6086,0.254339,10.3153,10.3567,10.3153,10.3567,0.149077,-8.06199e-08,0.479123,8.06199e-08,1,1
282,96.8629,0.254109,10.3153,10.3153,10.3153,10.3153,0.150276,5.66277e-08,5.66277e-08,0.217046,1,1
283,97.117,0.254542,10.3153,10.3153,10.3195,10.3195,0.150155,0.152454,0.152454,0.749477,1,1
284,97.3715,0.255622,10.3191,10.3191,10.3692,10.3692,0.148719,0.526435,0.526435,1.2057,1,1
285,97.6272,0.257347,10.3321,10.3321,10.4646,10.4646,0.146021,0.846885,0.846885,1.63985,1,1
286,97.8845,0.259708,10.3532,10.3532,10.6057,10.6057,0.142161,1.15184,1.15184,2.05122,1,1
287,98.1442,0.262687,10.3821,10.3821,10.7928,10.7928,0.137275,1.44079,1.44079,2.43699,1,1
288,98.4069,0.266282,10.4185,10.4185,11.0262,11.0262,0.131525,1.71175,1.71175,2.79478,1,1
289,98.6732,0.270459,10.4621,10.4621,11.3063,11.3063,0.125088,1.96306,1.96306,3.12305,1,1
290,98.9436,0.274959,10.5127,10.5127,11.3063,11.6337,0.118146,2.19364,2.19364,3.32442,1,1
291,99.2186,0.27878,10.57,10.57,11.247,11.9001,0.112917,2.33508,2.33508,3.42337,1,1
292,99.4974,0.281662,10.6314,10.6314,11.1775,12.0814,0.109552,2.40459,2.40459,3.44232,1,1
293,99.7791,0.283621,10.6949,10.6949,11.1014,12.1762,0.107852,2.4179,2.4179,3.38817,1,1
294,100.063,0.284643,10.7588,10.7588,11.0216,12.1849,0.1077,2.37986,2.37986,3.25634,1,1
295,100.347,0.284745,10.8216,10.8216,10.9406,12.1096,0.109043,1.4946,2.28727,3.05435,1,1
296,100.632,0.283944,10.8608,10.8816,10.8608,11.9545,0.111891,-2.88379,2.14539,2.88379,1,1
297,100.916,0.282255,10.7852,10.937,10.7852,11.7251,0.116312,-2.5748,2.02558,2.5748,1,1
298,101.198,0.279728,10.7176,10.9852,10.7176,11.4283,0.122432,-2.01836,1.80855,2.01836,1,1
299,101.478,0.276385,10.6648,11.0222,10.6648,11.0719,0.13044,0,1.4177,0,1,1
300,101.754,0.272459,10.6648,10.6648,10.6648,10.6648,0.140589,0,0,0.374056,1,1
301,102.027,0.268684,10.6648,10.6648,10.6776,10.6776,0.140253,0.262738,0.262738,0.668405,1,1
302,102.296,0.265201,10.6714,10.6714,10.7125,10.7125,0.139339,0.46949,0.46949,0.958673,1,1
303,102.561,0.261985,10.6831,10.6831,10.7686,10.7686,0.137892,0.673375,0.673375,1.23968,1,1
304,102.823,0.258985,10.6996,10.6996,10.8448,10.8448,0.135961,0.870757,0.870757,1.50955,1,1
305,103.082,0.256167,10.7206,10.7206,10.9401,10.9401,0.133604,1.06031,1.06031,1.7672,1,1
306,103.338,0.253493,10.7459,10.7459,11.0533,11.0533,0.130879,1.24129,1.24129,2.01196,1,1
307,103.591,0.250922,10.7752,10.7752,11.1837,11.1837,0.127846,1.41321,1.41321,2.24348,1,1
308,103.842,0.248433,10.808,10.808,11.3301,11.3301,0.124564,1.57583,1.57583,2.4617,1,1
309,104.091,0.245978,10.8442,10.8442,11.4159,11.4917,0.121085,1.72911,1.72911,2.66682,1,1
310,104.337,0.243611,10.8833,10.8833,11.3799,11.6676,0.11746,1.87319,1.87319,2.43386,1,1
311,104.58,0.24165,10.9252,10.9252,11.3489,11.5606,0.119646,1.70955,1.70955,2.2474,1,1
312,104.822,0.240169,10.9629,10.9629,11.3209,11.4945,0.121025,1.57858,1.57858,2.12868,1,1
313,105.062,0.23918,10.9975,10.9975,11.2927,11.4697,0.121549,1.49519,1.49519,2.09339,1,1
314,105.301,0.238666,11.0299,11.0299,11.261,11.4863,0.121197,1.47041,1.47041,2.14471,1,1
315,105.54,0.238623,11.0617,11.0617,11.2235,11.5447,0.119975,1.50645,1.50645,2.27184,1,1
316,105.779,0.239044,11.0942,11.0942,11.1787,11.6454,0.117909,1.47817,1.59575,2.45989,1,1
317,106.018,0.239914,11.126,11.1285,11.126,11.7891,0.115052,-2.81881,1.72784,2.81881,1,1
318,106.258,0.241236,11.065,11.1656,11.065,11.9767,0.111476,-3.16453,1.97994,3.16453,1,1
319,106.499,0.242983,10.9958,11.2061,10.9958,12.2093,0.10727,-3.48829,2.22277,3.48829,1,1
320,106.742,0.245041,10.9184,11.2505,10.9184,12.4883,0.10253,-3.38494,2.45019,3.38494,1,1
321,106.987,0.24702,10.8422,11.2987,10.8422,12.2755,0.106115,-3.26785,2.37759,3.26785,1,1
322,107.234,0.24881,10.7675,11.3428,10.7675,12.0612,0.109919,-3.13578,2.29535,3.13578,1,1
323,107.483,0.250476,10.6948,11.3816,10.6948,11.8473,0.113925,-2.98721,2.20258,2.98721,1,1
324,107.733,0.25201,10.6246,11.4137,10.6246,11.6357,0.118105,-2.82025,2.09823,2.82025,1,1
325,107.985,0.253473,10.5575,11.4285,10.5575,11.4285,0.122428,-2.63245,1.98095,2.63245,1,1
326,108.239,0.254899,10.4941,11.2274,10.4941,11.2274,0.126853,-2.42043,1.84904,2.42043,1,1
327,108.493,0.256296,10.4351,11.0343,10.4351,11.0343,0.13133,-2.1791,1.70012,2.1791,1,1
328,108.75,0.257742,10.3815,10.8512,10.3815,10.8512,0.135801,-1.89962,1.5306,1.89962,1,1
329,109.008,0.259238,10.3342,10.6798,10.3342,10.6798,0.140195,-1.5638,1.3343,1.5638,1,1
330,109.267,0.260916,10.2949,10.5219,10.2949,10.5219,0.144433,-1.15856,1.09842,1.15856,1,1
331,109.528,0.263051,10.2655,10.3867,10.2655,10.3867,0.148218,-0.738175,0.813778,0.738175,1,1
332,109.791,0.265715,10.2466,10.2948,10.2466,10.2948,0.150875,-0.266873,0.518496,0.266873,1,1
333,110.056,0.268992,10.2397,10.2459,10.2397,10.2459,0.15232,0,0.187452,0,1,1
334,110.325,0.27288,10.2397,10.2397,10.2397,10.2397,0.152506,0,0,0.642049,1,1
335,110.598,0.277446,10.2397,10.2397,10.276,10.276,0.151428,0.450977,0.450977,1.07197,1,1
336,110.876,0.282721,10.2519,10.2519,10.355,10.355,0.149126,0.752956,0.752956,1.48844,1,1
337,111.158,0.2887,10.2726,10.2726,10.4767,10.4767,0.145682,1.04548,1.04548,1.88636,1,1
338,111.447,0.295448,10.302,10.302,10.6412,10.6412,0.141212,1.32499,1.32499,2.26196,1,1
339,111.743,0.302937,10.3399,10.3399,10.8486,10.8486,0.135865,1.58881,1.58881,2.61237,1,1
340,112.046,0.311048,10.3863,10.3863,11.099,11.099,0.129804,1.83494,1.83494,3.35475,1,1
341,112.357,0.319084,10.4411,10.4411,11.7879,11.7879,0.115075,2.35639,2.35639,3.82073,1,1
342,112.676,0.326765,10.5129,10.5129,12.2021,12.494,0.102437,2.68369,2.68369,4.14284,1,1
343,113.002,0.33407,10.596,10.596,12.1237,13.2124,0.0915997,2.90994,2.90994,4.37663,1,1
344,113.337,0.340889,10.6873,10.6873,12.0236,13.9387,0.0823021,3.07416,3.07416,4.55162,1,1
345,113.677,0.347209,10.7849,10.7849,11.9077,14.6685,0.0743168,3.19708,3.19708,4.6855,1,1
346,114.025,0.352989,10.8874,10.8874,11.7791,15.3973,0.067448,3.29111,3.29111,4.78964,1,1
347,114.378,0.358152,10.9936,10.9936,11.6399,16.1207,0.06153,3.36426,3.36426,4.87169,1,1
348,114.736,0.362722,11.1026,11.1026,11.4917,16.8344,0.0564237,3.42189,3.42189,4.93701,1,1
349,115.098,0.366617,11.2139,11.2139,11.3355,17.5338,0.0520122,-1.27257,3.46777,5.01279,1,1
350,115.465,0.369801,11.1722,11.3267,11.1722,18.2142,0.0481987,-5.28814,3.521,5.28814,1,1
351,115.835,0.371995,10.9958,11.4405,10.9958,23.9201,0.0279466,-5.39959,3.7144,5.39959,1,1
352,116.207,0.373027,10.8115,11.5602,10.8115,32.16,0.00860662,-5.39583,3.79269,5.39583,1,1
353,116.58,0.372926,10.6237,11.6819,10.6237,32.16,-0.0103573,-5.30013,3.79005,5.30013,1,1
354,116.953,0.371667,10.436,11.8021,10.436,23.2902,-0.0294789,-5.1187,3.72283,5.1187,1,1
355,117.325,0.369382,10.2521,11.9172,10.2521,18.0147,-0.0492724,-4.84278,3.59539,4.84278,1,1
356,117.694,0.366217,10.0761,12.0226,10.0761,15.0902,-0.0702213,-4.44546,3.40159,4.44546,1,1
357,118.06,0.362347,9.91323,12.1117,9.91323,13.1307,-0.0927424,-3.86761,3.12251,3.86761,1,1
358,118.422,0.358118,9.77084,11.6845,9.77084,11.6845,-0.117122,-2.95845,2.71662,2.95845,1,1
359,118.781,0.353846,9.6618,10.5592,9.6618,10.5592,-0.143416,0,2.07802,0,1,1
360,119.134,0.350003,9.6618,9.6618,9.6618,9.6618,-0.171293,0,0,1.01938,1,1
361,119.484,0.346723,9.6618,9.6618,9.7495,9.7495,-0.168226,0.716013,0.716013,1.39938,1,1
362,119.831,0.343836,9.68746,9.68746,9.85662,9.85662,-0.164589,0.98293,0.98293,1.69794,1,1
363,120.175,0.341259,9.72228,9.72228,9.9776,9.9776,-0.160622,1.19264,1.19264,1.94214,1,1
364,120.516,0.338817,9.76406,9.76406,10.1067,10.1067,-0.156545,1.36416,1.36416,2.14059,1,1
365,120.855,0.336431,9.81128,9.81128,10.2379,10.2379,-0.152559,1.50356,1.50356,2.29683,1,1
366,121.192,0.333995,9.8627,9.8627,10.3651,10.3651,-0.148838,1.6133,1.6133,2.41205,1,1
367,121.525,0.331375,9.91718,9.91718,10.4821,10.4821,-0.145533,1.69423,1.69423,2.48569,1,1
368,121.857,0.328536,9.97364,9.97364,10.5827,10.5827,-0.14278,1.74595,1.74595,2.51534,1,1
369,122.185,0.325351,10.031,10.031,10.6346,10.6607,-0.140698,1.76678,1.76678,2.49596,1,1
370,122.511,0.321921,10.0881,10.0881,10.6015,10.7101,-0.139402,1.75317,1.75317,3.39013,1,1
371,122.833,0.318605,10.1439,10.1439,10.5111,11.4906,-0.121107,2.38124,2.38124,4.04183,1,1
372,123.151,0.315254,10.2184,10.2184,10.3913,12.5329,-0.101801,1.08741,2.83899,4.56453,1,1
373,123.467,0.311704,10.2519,10.3056,10.2519,13.9919,-0.0816781,-4.98792,3.20614,4.98792,1,1
374,123.778,0.307737,10.0991,10.4018,10.0991,16.2266,-0.06073,-5.25299,3.50353,5.25299,1,1
375,124.086,0.303266,9.93778,10.5038,9.93778,20.3112,-0.0387602,-5.3874,3.68972,5.3874,1,1
376,124.389,0.29821,9.77199,10.609,9.77199,32.16,-0.0153931,-5.40145,3.78413,5.40145,1,1
377,124.687,0.292505,9.60574,10.7146,9.60574,32.16,0.00991376,-5.28835,3.794,5.28835,1,1
378,124.98,0.286218,9.44333,10.8176,9.44333,20.5518,0.037858,-5.01783,3.71455,5.01783,1,1
379,125.266,0.279381,9.29,10.9138,9.29,15.1922,0.0692811,-4.51589,3.52454,4.51589,1,1
380,125.546,0.272239,9.15319,10.9968,9.15319,12.334,0.105112,-4.40282,3.17198,4.40282,1,1
381,125.818,0.26518,9.02128,11.0537,9.02128,11.8336,0.114188,-4.27009,3.09255,4.27009,1,1
382,126.083,0.258276,8.89488,11.0982,8.89488,11.3509,0.124107,-4.11346,2.99932,4.11346,1,1
383,126.341,0.251592,8.77463,10.8872,8.77463,10.8872,0.134905,-3.92738,2.88931,3.92738,1,1
384,126.593,0.245117,8.66129,10.4437,8.66129,10.4437,0.146605,-3.70437,2.7586,3.70437,1,1
385,126.838,0.238912,8.55581,10.0218,8.55581,10.0218,0.159208,-3.43372,2.60196,3.43372,1,1
386,127.077,0.233006,8.45938,9.62295,8.45938,9.62295,0.172679,-3.09865,2.41186,3.09865,1,1
387,127.31,0.227409,8.3736,9.24854,8.3736,9.24854,0.186943,-2.6688,2.1765,2.6688,1,1
388,127.537,0.222195,8.3008,8.90006,8.3008,8.90006,0.20187,-2.073,1.87457,2.073,1,1
389,127.759,0.217369,8.24513,8.57898,8.24513,8.57898,0.217263,-0.969188,1.45608,0.969188,1,1
390,127.977,0.213159,8.21954,8.28683,8.21954,8.28683,0.232852,-8.06199e-08,0.680761,8.06199e-08,1,1
391,128.19,0.210215,8.21954,8.21954,8.21954,8.21954,0.23668,5.66277e-08,5.66277e-08,0.684573,1,1
392,128.4,0.20864,8.21954,8.21954,8.25277,8.25277,0.234778,0.480846,0.480846,1.46559,1,1
393,128.609,0.208413,8.23173,8.23173,8.39008,8.39008,0.227156,1.02944,1.02944,2.19412,1,1
394,128.817,0.209435,8.25776,8.25776,8.63716,8.63716,0.214346,1.54116,1.54116,2.8559,1,1
395,129.027,0.211657,8.29675,8.29675,9.00264,9.00264,0.197295,2.00599,2.00599,3.43736,1,1
396,129.238,0.214995,8.34777,8.34777,9.49938,9.49938,0.177201,2.41441,2.41441,3.9316,1,1
397,129.453,0.219347,8.40972,8.40972,10.1464,10.1464,0.155321,2.76157,2.76157,4.33819,1,1
398,129.673,0.224671,8.48144,8.48144,10.972,10.972,0.132827,3.04716,3.04716,4.66196,1,1
399,129.897,0.23086,8.56178,8.56178,12.019,12.019,0.110693,3.27458,3.27458,4.9112,1,1
400,130.128,0.237602,8.64963,8.64963,12.5768,13.3544,0.0896622,3.44964,3.44964,4.93736,1,1
401,130.366,0.24374,8.74387,8.74387,12.521,13.6742,0.0855176,3.46802,3.46802,4.94589,1,1
402,130.61,0.248968,8.84002,8.84002,12.4584,13.8847,0.0829438,3.47401,3.47401,4.9393,1,1
403,130.859,0.25333,8.93732,8.93732,12.3911,13.9904,0.0816954,3.46938,3.46938,4.9183,1,1
404,131.112,0.256796,9.03513,9.03513,12.321,13.9972,0.0816154,3.45463,3.45463,4.88221,1,1
405,131.369,0.259407,9.13279,9.13279,12.2496,13.9125,0.0826128,3.42928,3.42928,4.82893,1,1
406,131.628,0.261175,9.22968,9.22968,12.1784,13.7441,0.0846492,3.39186,3.39186,4.75486,1,1
407,131.889,0.262087,9.32516,9.32516,12.1093,13.5006,0.0877302,3.33983,3.33983,4.65432,1,1
408,132.151,0.262205,9.41856,9.41856,12.0445,13.1907,0.0919013,3.26921,3.26921,4.51877,1,1
409,132.414,0.26151,9.50914,9.50914,11.9871,12.823,0.0972469,3.174,3.174,4.33523,1,1
410,132.675,0.26015,9.59603,9.59603,11.9426,12.4063,0.10389,3.04508,3.04508,4.34495,1,1
411,132.935,0.258478,9.67823,9.67823,11.891,12.5379,0.101721,3.05191,3.05191,4.34764,1,1
412,133.194,0.256537,9.7594,9.7594,11.834,12.6501,0.0999232,3.0538,3.0538,4.34255,1,1
413,133.45,0.25435,9.83934,9.83934,11.7728,12.7402,0.0985156,3.05022,3.05022,4.32872,1,1
414,133.705,0.251863,9.91788,9.91788,11.7084,12.8052,0.0975182,3.04051,3.04051,4.3049,1,1
415,133.956,0.249095,9.9948,9.9948,11.6419,12.8422,0.096956,3.02377,3.02377,4.26939,1,1
416,134.206,0.246031,10.0699,10.0699,11.5741,12.8486,0.0968599,2.99884,2.99884,4.21993,1,1
417,134.452,0.242634,10.1429,10.1429,11.5057,12.8216,0.0972688,2.96409,2.96409,4.15337,1,1
418,134.694,0.238933,10.2135,10.2135,11.4376,12.7586,0.0982317,2.91734,2.91734,4.06534,1,1
419,134.933,0.234884,10.2816,10.2816,11.3707,12.6573,0.0998108,2.85551,2.85551,3.94958,1,1
420,135.168,0.230633,10.3466,10.3466,11.3059,12.5155,0.102085,2.7742,2.7742,3.70362,1,1
421,135.399,0.22667,10.4082,10.4082,11.2478,12.1906,0.107599,2.60144,2.60144,3.43629,1,1
422,135.625,0.223099,10.4647,10.4647,11.1968,11.9071,0.112782,2.41366,2.41366,3.15203,1,1
423,135.848,0.219959,10.5161,10.5161,11.153,11.6647,0.11752,2.214,2.214,2.8581,1,1
424,136.068,0.217222,10.5623,10.5623,11.1167,11.4626,0.121699,2.00754,2.00754,2.56558,1,1
425,136.286,0.214917,10.6035,10.6035,11.0881,11.3007,0.125212,1.80207,1.80207,2.29069,1,1
426,136.501,0.213042,10.64,10.64,11.0673,11.1786,0.127962,1.60899,1.60899,2.05578,1,1
427,136.714,0.211576,10.6721,10.6721,11.0545,11.0964,0.129866,1.44399,1.44399,1.88831,1,1
428,136.925,0.210549,10.7007,10.7007,11.0515,11.0539,0.130865,1.32636,1.32636,1.81421,1,1
429,137.136,0.209926,10.7268,10.7268,11.0515,11.0515,0.130923,1.27431,1.27431,1.84544,1,1
430,137.346,0.209909,10.7517,10.7517,11.0893,11.0893,0.13003,1.29624,1.29624,3.31328,1,1
431,137.556,0.211189,10.777,10.777,12.1208,12.1208,0.108841,2.32726,2.32726,4.221,1,1
432,137.767,0.213863,10.8225,10.8225,13.6834,13.6834,0.0854027,2.96485,2.96485,4.82218,1,1
433,137.981,0.217911,10.8809,10.8809,13.6821,16.1589,0.0612394,3.38712,3.38712,5.18931,1,1
434,138.198,0.223259,10.9485,10.9485,13.6044,20.5848,0.0377367,3.64499,3.64499,5.37008,1,1
435,138.422,0.229907,11.0226,11.0226,13.5168,31.5938,0.0160196,3.77196,3.77196,5.40875,1,1
436,138.652,0.237844,11.101,11.101,13.4245,32.16,-0.00311482,3.79912,3.79912,5.34899,1,1
437,138.889,0.247046,11.1821,11.1821,13.3306,28.8594,-0.0191992,3.75715,3.75715,5.23228,1,1
438,139.137,0.257563,11.2648,11.2648,13.2363,22.3331,-0.0320595,3.67517,3.67517,5.09508,1,1
439,139.394,0.269375,11.3485,11.3485,13.1421,19.5677,-0.0417615,3.5788,3.5788,4.96609,1,1
440,139.663,0.282086,11.4332,11.4332,13.0468,18.1496,-0.0485427,3.4882,3.4882,4.87369,1,1
441,139.946,0.293903,11.5189,11.5189,12.9486,17.4809,-0.0523271,3.4233,3.4233,4.76888,1,1
442,140.239,0.30437,11.6059,11.6059,12.8481,16.8878,-0.0560671,3.34967,3.34967,4.6457,1,1
443,140.544,0.313566,11.6934,11.6934,12.746,16.3338,-0.0599352,3.26316,3.26316,4.49695,1,1
444,140.857,0.321484,11.7806,11.7806,12.6434,15.799,-0.0640615,3.15867,3.15867,4.31324,1,1
445,141.179,0.328207,11.8665,11.8665,12.5414,15.2728,-0.0685517,3.02964,3.02964,4.08168,1,1
446,141.507,0.333788,11.95,11.95,12.4415,14.7499,-0.0734988,2.86698,2.86698,3.78323,1,1
447,141.841,0.338252,12.0298,12.0298,12.3456,14.2281,-0.0789884,2.65735,2.65735,3.3873,1,1
448,142.179,0.341721,12.1043,12.1043,12.2562,13.7075,-0.0851015,2.37925,2.37925,2.83659,1,1
449,142.521,0.344224,12.1713,12.1713,12.177,13.1897,-0.0919154,-2.00037,1.99243,2.20438,1,1
450,142.865,0.346003,12.1146,12.2275,12.1146,12.677,-0.0994996,-2.44966,1.54837,2.44966,1,1
451,143.211,0.34754,12.0444,12.2669,12.0444,12.7554,-0.0982806,-2.64789,1.72065,2.64789,1,1
452,143.559,0.348904,11.9678,12.3077,11.9678,12.8157,-0.0973583,-2.81044,1.85989,2.81044,1,1
453,143.908,0.350149,11.8855,12.3493,11.8855,12.8577,-0.0967227,-2.94479,1.97406,2.94479,1,1
454,144.258,0.351222,11.7985,12.3908,11.7985,12.8816,-0.0963638,-3.0562,2.06843,3.0562,1,1
455,144.609,0.352172,11.7071,12.4316,11.7071,12.8878,-0.0962718,-3.14865,2.14669,3.14865,1,1
456,144.961,0.353001,11.612,12.471,11.612,12.8768,-0.0964366,-3.22526,2.21162,3.22526,1,1
457,145.314,0.353681,11.5136,12.5083,11.5136,12.8494,-0.0968481,-3.28853,2.26543,3.28853,1,1
458,145.668,0.354276,11.4121,12.5425,11.4121,12.8067,-0.0974955,-3.3406,2.30987,3.3406,1,1
459,146.022,0.354747,11.3079,12.5729,11.3079,12.7498,-0.0983672,-3.38335,2.34645,3.38335,1,1
460,146.377,0.355197,11.2013,12.5978,11.2013,12.6802,-0.0994505,-4.49365,2.37647,4.49365,1,1
461,146.732,0.35569,11.0579,12.615,11.0579,14.8176,-0.0728284,-5.0786,3.15635,5.0786,1,1
462,147.088,0.355996,10.8933,12.6886,10.8933,18.5523,-0.0464578,-5.35223,3.56723,5.35223,1,1
463,147.444,0.356002,10.7169,12.7825,10.7169,28.035,-0.0203449,-5.40609,3.75942,5.40609,1,1
464,147.8,0.355583,10.5358,12.8856,10.5358,32.16,0.00568821,-5.28508,3.79725,5.28508,1,1
465,148.155,0.354802,10.3559,12.9899,10.3559,22.3911,0.0318936,-5.00577,3.71226,5.00577,1,1
466,148.51,0.353768,10.183,13.0872,10.183,16.5318,0.0585085,-4.56011,3.51607,4.56011,1,1
467,148.864,0.35265,10.0233,13.1671,10.0233,13.6635,0.0856505,-3.90708,3.20304,3.90708,1,1
468,149.216,0.351805,9.88488,11.8851,9.88488,11.8851,0.113201,-2.92203,2.74434,2.92203,1,1
469,149.568,0.351581,9.78033,10.661,9.78033,10.661,0.140689,0,2.05245,0,1,1
470,149.92,0.352352,9.78033,9.78033,9.78033,9.78033,0.167167,0,0,2.17238,1,1
471,150.272,0.353697,9.78033,9.78033,10.2198,10.2198,0.153099,1.52589,1.52589,2.91881,1,1
472,150.626,0.355206,9.83536,9.83536,10.7186,10.7186,0.139182,2.05018,2.05018,3.43662,1,1
473,150.981,0.356698,9.90912,9.90912,11.2753,11.2753,0.125777,2.41389,2.41389,3.82813,1,1
474,151.338,0.357915,9.99564,9.99564,11.8907,11.8907,0.113094,2.68889,2.68889,4.13572,1,1
475,151.696,0.358719,10.0915,10.0915,12.568,12.568,0.101233,2.90495,2.90495,4.38312,1,1
476,152.054,0.358956,10.1942,10.1942,13.3143,13.3143,0.0902029,3.07872,3.07872,4.58569,1,1
477,152.413,0.358454,10.302,10.302,14.1421,14.1421,0.0799516,3.22101,3.22101,4.75416,1,1
478,152.772,0.357154,10.4135,10.4135,14.7142,15.0725,0.0703856,3.33934,3.33934,4.89634,1,1
479,153.129,0.354907,10.5274,10.5274,14.6394,16.1406,0.0613786,3.43921,3.43921,5.01794,1,1
480,153.484,0.351912,10.6427,10.6427,14.5452,17.4056,0.0527812,3.52462,3.52462,4.94826,1,1
481,153.836,0.349076,10.7586,10.7586,14.4554,16.9189,0.0558613,3.47568,3.47568,4.87221,1,1
482,154.185,0.346606,10.8708,10.8708,14.3702,16.4867,0.058829,3.42225,3.42225,4.79062,1,1
483,154.532,0.344572,10.9794,10.9794,14.2895,16.1059,0.0616432,3.36494,3.36494,4.70473,1,1
484,154.876,0.342935,11.0845,11.0845,14.2132,15.7743,0.0642626,3.30462,3.30462,4.61623,1,1
485,155.219,0.341751,11.1863,11.1863,14.1408,15.4897,0.0666457,3.24245,3.24245,4.52717,1,1
486,155.561,0.341032,11.2849,11.2849,14.0721,15.2504,0.068753,3.1799,3.1799,4.44001,1,1
487,155.902,0.340754,11.3806,11.3806,14.0063,15.0552,0.0705479,3.11867,3.11867,4.35743,1,1
